miRNAs	HEK_Pellet_SDPR_1	HEK_Pellet_PRTF_1	HEK_Pellet_CAV_1	HEK_Pellet_PN4-11_1	HEK_Pellet_PRKCA4_1	HEK_Pellet_SDPR_2	HEK_Pellet_PRTF_2	HEK_Pellet_CAV_2	HEK_Pellet_PN4-11_2	HEK_Pellet_PRKCA4_2	HEK_Pellet_SDPR_3	HEK_Pellet_PRTF_3	HEK_Pellet_CAV_3	HEK_Pellet_PN4-11_3	HEK_Pellet_PRKCA4_3	HEK_Exosome_PTRF_1	HEK_Exosome_SDPR_1	HEK_Exosome_CAV_1	HEK_Exosome_PN4-11_1	HEK_Exosome_PRKCA4_1	HEK_Exosome_SDPR_2	HEK_Exosome_PRTF_2	HEK_Exosome_CAV_2	HEK_Exosome_PN4-11_2	HEK_Exosome_PRKCA4_2	HEK_Exosome_SDPR_3	HEK_Exosome_PRTF_3	HEK_Exosome_CAV_3	HEK_Exosome_PN4-11_3	HEK_Exosome_PRKCA4_3	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV2_23.3Q	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F	PC3_Exosome_GFP_4.3	PC3_Exosome_CAV1_4.3	PC3_Exosome_CAV2_4.3	PC3_Exosome_CAV3_4.3	PC3_Exosome_GFP_23.3	PC3_Exosome_CAV1_23.3	PC3_Exosome_CAV2_23.3	PC3_Exosome_CAV3_23.3	PC3_Exosome_GFP_6.3	PC3_Exosome_CAV1_6.3	PC3_Exosome_CAV2_6.3	PC3_Exosome_CAV3_6.3
hsa-miR-550a-3-3p	13	5	16	14	0	0	9	12	12	8	15	9	9	12	14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	2	0	0	0	1	1	0	0	0	0	1	0	3	2	0	1	0	0	1	0
hsa-miR-3908-3p	0	0	6	2	0	0	1	1	0	0	1	0	3	0	1	2	2	2	1	0	0	3	0	0	1	0	0	7	0	5	0	1	0	3	3	3	3	4	2	2	1	1	1	0	0	2	1	0	0	1	0	0	1	5
hsa-miR-374a-5p	400	215	410	366	0	2	487	517	387	576	263	272	431	501	336	36	22	9	39	27	13	9	4	7	12	1	1	25	17	30	63	141	39	78	101	68	53	102	109	67	51	123	78	87	52	59	103	58	58	130	6	2	50	35
hsa-miR-519a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4770-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-5p	1	0	4	1	0	0	1	2	1	1	1	1	1	1	0	9	7	2	3	1	0	1	0	0	1	0	0	8	2	12	18	39	12	24	96	30	66	24	29	12	33	50	83	34	34	36	43	18	30	46	15	1	314	36
hsa-miR-212-5p	30	89	68	30	0	0	75	49	54	38	34	4	39	28	20	19	12	12	17	37	4	2	3	3	5	1	0	13	2	7	4	9	4	8	7	7	2	1	5	3	5	3	8	3	2	2	8	1	3	4	0	0	3	1
hsa-miR-7-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-374c-5p	3	0	5	5	0	0	5	1	1	0	1	3	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	1	3	3	1	2	4	1	0	1	0	2	0	1	1	0	0	0	0
hsa-miR-23b-3p	341	279	960	476	9	8	553	248	391	374	314	171	508	418	359	54	63	18	83	23	15	16	6	24	24	1	1	89	21	83	212	566	160	332	1005	257	653	223	321	200	227	260	1210	637	447	636	1053	613	451	755	203	6	1814	251
hsa-miR-7854-3p	2	0	3	1	0	0	2	2	0	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-143-3p	49	146	145	119	5	1	121	73	138	100	59	24	65	58	57	74	58	123	127	50	78	33	9	84	80	4	2	234	27	283	6	29	7	19	5	6	7	8	13	9	2	18	36	38	19	25	7	20	9	13	8	1	148	2
hsa-miR-320c-2-3p	76	53	256	217	7	0	198	73	150	85	81	55	129	126	103	432	259	229	302	283	55	79	31	21	80	12	2	89	42	132	29	64	27	51	88	37	79	20	44	16	33	33	165	179	359	388	101	184	188	186	29	4	742	43
hsa-miR-4745-5p	0	1	1	0	0	0	1	0	1	1	2	0	2	0	0	2	1	8	1	2	1	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6165-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	5	4	0	0	0	2	1	0	0	8	0	11	0	2	0	1	3	1	3	0	0	1	0	6	1	1	3	0	2	1	1	2	1	0	4	0
hsa-miR-1206-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1306-5p	18	11	57	40	0	0	44	21	39	29	32	17	43	19	11	1	1	0	0	0	0	0	0	0	0	0	0	10	0	6	0	3	3	4	4	10	4	2	5	0	0	2	0	0	0	0	3	3	1	4	0	1	1	0
hsa-miR-4330-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-548f-1-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6074-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6087-3p	3	2	7	7	0	0	9	3	7	6	9	0	5	2	4	23	25	5	17	18	8	13	4	25	26	4	0	51	13	78	11	22	8	25	10	35	23	16	51	5	32	6	14	12	25	12	24	19	15	22	4	0	56	5
hsa-miR-641-5p	147	150	301	146	0	1	193	167	202	151	129	59	227	228	82	15	17	5	20	17	8	7	0	19	18	1	0	21	4	30	8	9	6	9	10	8	4	4	8	7	3	9	8	5	8	3	8	12	6	16	2	1	8	3
hsa-miR-219a-2-3p	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-492-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-518e-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	1	0
hsa-miR-658-3p	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
hsa-miR-520f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3917-3p	4	1	2	2	0	0	3	1	1	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	3	2	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-7855-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-3-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-3139-3p	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6757-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3177-5p	0	1	3	3	0	0	4	1	3	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-2-5p	19	33	62	73	1	0	61	23	47	46	73	24	58	43	22	12	15	1	11	9	3	2	1	8	3	0	0	6	3	16	1	7	1	8	5	0	5	4	3	3	1	2	7	4	7	4	5	6	4	6	0	1	6	2
hsa-miR-1244-2-3p	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	1	0
hsa-miR-6810-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1303-5p	28	0	150	26	1	0	9	7	8	6	11	6	14	8	10	13	9	5	22	6	4	8	1	16	14	0	0	21	0	17	9	13	8	10	77	14	104	5	2	5	2	3	4	4	2	5	13	4	7	12	1	0	16	17
hsa-miR-1185-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-624-3p	1	0	3	1	0	0	0	2	2	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
hsa-miR-4722-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148b-3p	6248	9390	6835	5928	83	26	9865	6731	11747	7193	6735	2119	9496	7921	4706	4224	3228	1480	4225	2071	889	607	255	179	459	78	23	1527	312	1366	2066	4022	1411	2738	2928	1620	1433	3074	4464	2954	2599	3872	3668	2395	1270	1132	1665	1554	911	1616	600	99	1999	806
hsa-miR-548ai-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6893-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179-3-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4459-5p	1	1	1	1	0	0	1	1	0	2	1	0	2	1	1	16	17	3	18	1	2	2	1	3	12	1	0	20	2	30	1	3	0	1	0	0	2	0	7	1	0	5	2	1	0	1	0	2	1	0	0	0	0	1
hsa-miR-135b-3p	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	16	20	10	13	18	16	19	7	20	5	11	5	14	8	3	2	11	1	5	11	0	1	7	0
hsa-miR-6861-3p	1	1	0	1	0	0	1	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-5581-3p	1	0	3	2	0	0	0	2	1	1	3	4	2	5	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-let-7g-5p	1211	2058	5900	2970	47	66	3187	1804	1973	1427	2027	681	2362	1589	793	381	618	157	874	150	194	292	52	329	415	15	16	822	322	805	5434	22354	6488	10934	37630	10520	26153	6579	11632	7061	8443	8824	8987	6368	4651	4289	10261	6956	5971	8719	1227	56	20678	3064
hsa-miR-1282-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-509-3-3p	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
hsa-miR-4516-5p	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	1	4	5	4	8	3	2	0	3	2	3	0	6	4	15	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	5	0	4	2	2	1	0	17	1
hsa-miR-6503-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-891b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4469-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3155a-5p	1	1	4	6	0	0	4	1	7	2	5	1	7	3	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0
hsa-miR-3666-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-346-5p	9	13	51	31	0	0	34	13	27	24	13	5	14	13	9	21	15	4	10	5	0	1	0	0	2	0	0	58	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6769b-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-2276-5p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1254-2-5p	14	9	36	10	0	0	23	11	16	10	29	5	33	17	8	10	6	7	7	5	0	3	0	3	2	0	0	5	1	5	10	12	2	12	4	6	9	5	5	3	3	1	1	1	2	0	5	0	3	5	1	1	14	2
hsa-miR-6738-3p	0	1	0	1	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-5p	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-217-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-873-3p	0	1	3	2	0	0	5	1	2	2	0	3	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	3	5	0	1	2	0	4	7	1	1	6	3	6	11	10	11	4	13	3	7	0	0	30	3
hsa-miR-1289-1-3p	0	0	1	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0
hsa-miR-548av-5p	2	1	0	1	0	0	1	0	1	3	1	1	1	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-1180-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-572-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3151-3p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-328-3p	241	223	685	469	0	1	363	437	312	303	146	48	203	134	144	223	124	34	64	145	9	15	12	9	15	23	0	284	67	219	35	133	80	107	127	162	208	97	101	39	44	57	27	18	50	35	26	15	27	35	18	2	189	9
hsa-miR-2052-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-572-3p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3159-5p	0	0	2	2	0	0	0	0	1	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-600-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-222-3p	1519	2571	2795	1233	50	60	2971	1867	2666	1094	2741	577	2868	1482	812	556	500	188	441	213	81	54	12	101	112	16	5	1136	147	641	3979	7615	9661	14027	4058	10226	13652	5121	3339	2966	4998	6877	2366	2922	5382	2856	1887	1966	3621	5153	345	28	19190	1465
hsa-miR-587-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-708-5p	275	264	1235	639	1	1	540	391	402	377	108	95	399	300	255	132	91	19	147	27	12	47	5	22	53	0	3	117	13	84	1	1	0	0	0	4	9	2	1	0	0	0	2	2	1	1	0	6	0	13	1	2	1	4
hsa-miR-515-1-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7112-3p	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-1825-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-1-5p	1	0	1	1	0	0	1	2	1	0	2	0	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302-5-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6859-1-5p	1	1	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-3140-3p	0	1	6	4	0	0	2	1	2	3	0	4	2	0	1	9	5	1	2	0	2	1	0	0	1	0	0	2	1	2	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0
hsa-miR-9-1-5p	3675	5043	3746	2580	6	5	3830	2972	3718	4250	2047	1497	3759	3629	2337	318	338	345	331	799	261	64	69	54	102	33	12	220	110	274	63	114	30	79	98	37	59	166	125	65	59	158	109	65	40	44	66	76	35	127	9	18	37	42
hsa-miR-148b-5p	93	182	205	141	1	2	199	190	201	150	103	84	188	167	87	7	7	2	20	17	7	8	0	5	10	1	0	19	12	11	42	115	35	76	89	56	40	46	100	62	54	60	66	66	59	50	91	57	54	95	9	3	33	22
hsa-miR-4259-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-2-3p	5	3	6	4	0	0	4	3	5	1	10	3	2	6	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6724-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	2	2	1	1	0	1	1	0	0	4	0	0	0	1	1	0	2	0	1	1	2	0	1	1	3	0	0	3	0	2	2	0	2	0	0	0	0	1	0
hsa-miR-548h-5-5p	42	65	31	39	0	0	45	47	32	73	42	48	35	59	35	9	12	11	14	26	6	6	6	1	7	3	0	15	2	6	0	1	0	0	2	0	0	0	1	0	0	0	1	2	1	0	1	0	0	2	0	0	0	2
hsa-miR-27b-3p	5005	7339	12170	11689	21	38	13628	6549	9079	7941	6430	2851	9616	5941	5223	1757	1431	466	1707	481	411	377	115	257	493	25	17	1086	284	1005	3771	12102	3098	6219	13613	4968	6098	6076	9992	4131	5843	5516	11495	7133	6354	9458	10460	9125	6664	8748	1374	110	9967	2140
hsa-miR-378g-5p	25	52	96	74	1	0	104	44	95	54	60	33	81	54	22	51	21	18	25	23	8	5	3	6	17	1	0	19	9	25	3	34	10	18	19	15	25	14	8	12	13	7	29	24	20	46	21	23	17	33	8	0	73	7
hsa-miR-4798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	10	3	5	2	2	2	2	3	1	0	1	1
hsa-miR-1284-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3618-3p	0	0	2	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4657-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
hsa-miR-6794-3p	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-622-5p	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	3	0	2	0	0	3	0	0	4	0	0	1	1	3	0	0	0	2	0	0	0	1	1	2	1	0	1	4	2	1	13	4	0	2	1	0	0	1
hsa-miR-33a-3p	9	21	53	56	0	1	32	25	20	45	29	24	22	36	24	0	1	1	1	0	0	0	1	0	0	0	0	5	0	6	2	11	2	4	10	6	7	1	3	3	4	3	2	1	1	1	1	4	2	0	0	0	0	0
hsa-miR-548j-3p	2	4	4	1	0	0	8	3	4	2	0	3	3	4	0	2	1	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	5	0	0	1	0	0	0	0	0	2
