Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-112399,IRS-mediated signalling,122,316,0.026115702,0.999999999,0.999999999,66,74,0.007634375,48887,Homo sapiens,KLB;IRS1;ITGA2B;IL5RA;IRS2;FGF1;FGF2;PVR;PSMD8;FGF7;FGF8;PPP2R1B;PSMD5;AKT2;PSMD1;PDK1;PDGFRA;TSC1;FRS2;FRS3;EREG;PSME4;AKAP9;RRAGD;TLN1;UBA52;VCL;SHC3;SHC1;PSMD13;CUL3;PDGFB;PDGFA;PIK3R2;RASAL2;PHB;CSF2RA;RASGRP3;HBXIP;GRIN2A;THEM4;PSMF1;SPTBN1;KL;SHFM1;GRIN2C;PTK2;PPP5C;NF1;GRB2;CALM3;CALM1;EIF4G2;FGFR2;MAP3K11;FGFR1;RET;RASGRF2;ITGB3;PDE3B;RASGRF1;PRKAG1;PRKAG2;ARRB1;ARRB2;DUSP16;RPTOR;SPRED1;EEF2K;DUSP10;RASGEF1A;MLST8;JAK3;SPTAN1;JAK1;VWF;KSR1;PDPK1;DUSP1;PPP2R5B;GAB1;GFRA1;NRG1;PPP2R5C;KSR2;NRG2;IL17RD;DUSP8;DUSP6;DUSP7;CNKSR2;PPM1A;PIK3CA;PSMA2;KIT;TLR9;RAPGEF2;PIK3C3;CAMK2B;PRKAA2;CAMK2A;NRAS;PSMB2;ERBB3;MAPK1;NCAM1;CSK;CAMK2G;MAPK3;GRIN1;PSMC5;PSMC6;KBTBD6;IL2RB;TEK;KBTBD7,,R-HSA-5653974;R-HSA-109699;R-HSA-109701;R-HSA-165766;R-HSA-109700;R-HSA-5653968;R-HSA-380930;R-HSA-109702;R-HSA-380949;R-HSA-5658438;R-HSA-5675206;R-HSA-5653957;R-HSA-5658435;R-HSA-5672950;R-HSA-5658231;R-HSA-5672948;R-HSA-5675376;R-HSA-5672958;R-HSA-5674366;R-HSA-165162;R-HSA-5672828;R-HSA-5672957;R-HSA-5672954;R-HSA-5672824;R-HSA-165680;R-HSA-380979;R-HSA-162363;R-HSA-5675373;R-HSA-165182;R-HSA-165692;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-165718;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672843;R-HSA-5672969;R-HSA-447074;R-HSA-200421;R-HSA-5653936;R-HSA-377186;R-HSA-5658430;R-HSA-5675198;R-HSA-5675194;R-HSA-5658424;R-HSA-74737;R-HSA-5674022;R-HSA-74736;R-HSA-5675431;R-HSA-5674018;R-HSA-5674019;R-HSA-109817;R-HSA-380927;R-HSA-162425;R-HSA-165758;R-HSA-5675433
R-HSA-73886,Chromosome Maintenance,24,104,0.008595041,0.999999999,0.999999999,23,27,0.002785515,48887,Homo sapiens,CENPT;FEN1;H2AFZ;HIST1H2BI;H2AFX;H2AFV;TERF2;POLD3;POLE4;RBBP4;TERT;H2AFJ;CENPL;NHP2;TERF2IP;POT1;HIST1H2BE;CENPN;STRA13;CENPO;CENPP;HIST1H2BB,,R-HSA-606349;R-HSA-174438;R-HSA-606287;R-HSA-181450;R-HSA-164616;R-HSA-164617;R-HSA-174441;R-HSA-174446;R-HSA-164620;R-HSA-174444;R-HSA-174445;R-HSA-163090;R-HSA-174451;R-HSA-163120;R-HSA-174448;R-HSA-606289;R-HSA-163099;R-HSA-163096;R-HSA-174456;R-HSA-174425;R-HSA-176702;R-HSA-176700;R-HSA-606326
R-HSA-194315,Signaling by Rho GTPases,176,422,0.034876033,0.999999999,0.999999999,103,108,0.011142061,48887,Homo sapiens,CYFIP2;TRIO;NCF1;WIPF2;NCF4;FAM13A;ITSN1;WIPF3;MLC1;ARHGAP39;ARHGAP35;MYLK;SYDE2;ARHGAP44;PPP1CB;PREX1;TUBB6;OPHN1;PPP2R1B;TUBB1;CCDC99;PDK1;MEN1;RALBP1;CYBB;HMHA1;OCRL;CYBA;BCR;AR;TIAM1;OBSCN;DAAM1;HIST1H2BE;NUP98;HIST1H2BB;MAD1L1;CFTR;SEH1L;CDCA8;PIK3R2;KLK2;KLC1;STK4;KALRN;SKA1;RHOBTB1;ARHGAP12;RHOBTB2;INPP5B;ARHGAP20;DSN1;KLC3;DVL1;RHPN1;DVL2;DVL3;SRGAP3;SRGAP1;SCAI;H3F3B;RCC2;ARHGAP29;ARHGAP28;NEB;ARHGAP26;ARHGAP24;PTK2;ARHGAP23;ARHGAP32;DIAPH1;DIAPH2;GRB2;CALM3;NF2;CALM1;ARHGAP8;RASGRF2;KIF14;ARHGAP1;MYL6B;WASL;ARHGAP5;AKAP13;SGOL1;H2AFJ;MCF2L;RAC2;RAC3;EMB;YWHAG;ARHGEF11;SEC13;ARHGEF12;PLEKHG2;NUP133;PDPK1;H2AFZ;H2AFX;PPP2R5B;ARAP2;ARHGEF18;H2AFV;PPP2R5C;RHOF;RHOC;CKAP5;RHOD;RHOA;CIT;RHOB;VAV2;FCHSD1;ARHGEF9;DEPDC7;CTTN;INCENP;RHOJ;ARHGEF3;ARHGEF4;MYH9;PIK3C3;EVL;ARHGEF7;PPP1R12B;SOS2;RHOQ;PAFAH1B1;ROCK2;HIST1H2BI;NSL1;FGD2;CDC42;FGD4;PAK1;MAPK1;NUP43;BUB3;WASF2;CLASP1;MAPK3;CENPT;KDM4A;KDM4B;LIMK1;MYO9B;TUBB4B;BAIAP2;MYO9A;PPP1CA;FMNL3;FMNL1;LRG1;FMNL2;ABI2;PRC1;DLC1;TAOK1;CENPL;CTNNB1;PKN2;CENPN;B9D2;CENPO;CENPP,,R-HSA-3858489;R-HSA-3858495;R-HSA-5623632;R-HSA-5668947;R-HSA-5671763;R-HSA-5666129;R-HSA-75016;R-HSA-419087;R-HSA-5671772;R-HSA-419083;R-HSA-5668932;R-HSA-5623622;R-HSA-5671749;R-HSA-5625717;R-HSA-194854;R-HSA-5668978;R-HSA-5666160;R-HSA-5672304;R-HSA-5623667;R-HSA-5668735;R-HSA-5627775;R-HSA-5668731;R-HSA-5665659;R-HSA-5669240;R-HSA-5668984;R-HSA-5666169;R-HSA-5626469;R-HSA-2130194;R-HSA-5625959;R-HSA-5668718;R-HSA-6798174;R-HSA-5668714;R-HSA-5666070;R-HSA-5668629;R-HSA-5218827;R-HSA-5665809;R-HSA-195146;R-HSA-194894;R-HSA-5625883;R-HSA-5218841;R-HSA-5663232;R-HSA-5666049;R-HSA-5625870;R-HSA-5665802;R-HSA-194913;R-HSA-445797;R-HSA-194922;R-HSA-5666104;R-HSA-5671993;R-HSA-5671737;R-HSA-5669158;R-HSA-5671972;R-HSA-5671970;R-HSA-5625901;R-HSA-419197;R-HSA-5666088;R-HSA-5665751;R-HSA-5665748;R-HSA-2029469;R-HSA-2029466;R-HSA-2029465;R-HSA-2029460;R-HSA-5667037;R-HSA-5666008;R-HSA-5625797;R-HSA-5625796;R-HSA-5665989;R-HSA-5627072;R-HSA-5667008;R-HSA-389788;R-HSA-2197691;R-HSA-2197690;R-HSA-419232;R-HSA-5668605;R-HSA-5625849;R-HSA-5625848;R-HSA-5665767;R-HSA-5665761;R-HSA-5671919;R-HSA-5667052;R-HSA-2029473;R-HSA-5665686;R-HSA-5666197;R-HSA-5625745;R-HSA-5672083;R-HSA-5666178;R-HSA-5669250;R-HSA-442832;R-HSA-442586;R-HSA-5626507;R-HSA-5627275;R-HSA-5672329;R-HSA-5625738;R-HSA-5626549;R-HSA-2197698;R-HSA-442592;R-HSA-5665982;R-HSA-5665727;R-HSA-5627071;R-HSA-5625784;R-HSA-419049;R-HSA-5625774;R-HSA-5666216
R-HSA-70895,Branched-chain amino acid catabolism,11,69,0.005702479,0.999999999,0.999999999,14,26,0.002682348,48887,Homo sapiens,BCKDHA;MCCC2;EHD3;TMLHE;IVD;DBT;PPM1K;BCAT1;BCAT2;ALDH9A1;ACAT1,,R-HSA-70881;R-HSA-70723;R-HSA-70724;R-HSA-71241;R-HSA-5693148;R-HSA-508308;R-HSA-508179;R-HSA-70773;R-HSA-5693153;R-HSA-70713;R-HSA-70745;R-HSA-508189;R-HSA-70844;R-HSA-71260
R-HSA-72613,Eukaryotic Translation Initiation,35,131,0.010826446,0.999999999,0.999999999,20,21,0.002166512,48887,Homo sapiens,EIF4A2;EIF4A1;RPL36A;RPL8;RPL9;RPL6;RPS4X;RPS15A;RPS3;RPL13;RPLP2;RPL38;RPL15;EIF2B1;RPS9;RPL23;UBE2E1;RPL35A;RPL13A;EIF2S2;EIF5;RPL27A;EIF3I;EIF3H;RPS20;EIF3E;RPL22L1;UBA52;RPL28;EIF3A;RPS24;EIF4G2;RPS23,,R-HSA-72673;R-HSA-72672;R-HSA-156832;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72691;R-HSA-72722;R-HSA-156823;R-HSA-72631;R-HSA-72663;R-HSA-156826;R-HSA-72697;R-HSA-72635;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670
R-HSA-72737,Cap-dependent Translation Initiation,35,131,0.010826446,0.999999999,0.999999999,17,18,0.00185701,48887,Homo sapiens,EIF4A2;EIF4A1;RPL36A;RPL8;RPL9;RPL6;RPS4X;RPS15A;RPS3;RPL13;RPLP2;RPL38;RPL15;EIF2B1;RPS9;RPL23;UBE2E1;RPL35A;RPL13A;EIF2S2;EIF5;RPL27A;EIF3I;EIF3H;RPS20;EIF3E;RPL22L1;UBA52;RPL28;EIF3A;RPS24;EIF4G2;RPS23,,R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72691;R-HSA-72722;R-HSA-72631;R-HSA-72663;R-HSA-72697;R-HSA-72635;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670
R-HSA-5654716,Downstream signaling of activated FGFR4,149,370,0.030578512,0.999999999,0.999999999,104,109,0.011245229,48887,Homo sapiens,KLB;AHCYL1;IRS1;ITGA2B;IL5RA;IRS2;FGF1;FGF2;PVR;PSMD8;FGF7;FGF8;PPP2R1B;PSMD5;AKT2;PSMD1;PDK1;PDGFRA;PRKCE;PRKCA;FRS2;FRS3;EREG;ADCY9;TEP1;PRKAR1A;PSME4;AKAP9;TLN1;UBA52;VCL;EIF2C4;EIF2C3;SHC3;PDE1B;SHC1;PSMD13;CUL3;MAPKAP1;PDGFB;ITPR1;PDGFA;ITPR2;PIK3R3;PIK3R2;RASAL2;PHB;FOXO3;CSF2RA;FOXO1;RASGRP3;GRIN2A;CD19;THEM4;PIP5K1B;PSMF1;SPTBN1;KL;INSR;SHFM1;GRIN2C;PTK2;NR4A1;MOV10;PPP5C;CD28;NF1;MDM2;GRB2;CALM3;CALM1;EIF2C1;FGFR2;MAP3K11;FGFR1;RET;GSK3B;CDKN1A;RASGRF2;ITGB3;RASGRF1;PIK3CD;ARRB1;ARRB2;DUSP16;CASP9;SPRED1;DUSP10;RASGEF1A;MLST8;JAK3;SPTAN1;JAK1;VWF;KSR1;PDPK1;DUSP1;PPP2R5B;GAB1;GFRA1;NRG1;PPP2R5C;KSR2;NRG2;IL17RD;DUSP8;DUSP6;DUSP7;CNKSR2;CREB1;PIK3CA;PSMA2;KIT;RAPGEF2;CAMK2B;CAMK2A;ADCY3;ADCY2;ADCY1;ADCY6;INS;NRAS;PSMB2;ERBB3;ADRBK1;MAPK1;RICTOR;NCAM1;CSK;CAMK2G;MAPK3;TPK1;GRIN1;TNRC6C;PSMC5;PSMC6;KBTBD6;CAMK4;IL2RB;TEK;KBTBD7;TNRC6A;TNRC6B,,R-HSA-199425;R-HSA-177931;R-HSA-199443;R-HSA-5658438;R-HSA-5658435;R-HSA-6811504;R-HSA-2317314;R-HSA-5658231;R-HSA-199456;R-HSA-2219524;R-HSA-5675376;R-HSA-111913;R-HSA-5674366;R-HSA-5654655;R-HSA-111915;R-HSA-1676082;R-HSA-5654653;R-HSA-111916;R-HSA-5654651;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-6811472;R-HSA-2317332;R-HSA-111930;R-HSA-5675373;R-HSA-5672980;R-HSA-5672978;R-HSA-5672966;R-HSA-111955;R-HSA-5672965;R-HSA-111956;R-HSA-5674496;R-HSA-5672961;R-HSA-6811454;R-HSA-5672972;R-HSA-5672973;R-HSA-111966;R-HSA-5672969;R-HSA-111970;R-HSA-5658430;R-HSA-5658424;R-HSA-5674022;R-HSA-5674018;R-HSA-5674019;R-HSA-198270;R-HSA-199299;R-HSA-199298;R-HSA-2318752;R-HSA-5675206;R-HSA-198298;R-HSA-112282;R-HSA-199839;R-HSA-5672950;R-HSA-5672948;R-HSA-5672958;R-HSA-198314;R-HSA-5672957;R-HSA-5672954;R-HSA-2316429;R-HSA-2316434;R-HSA-199863;R-HSA-5654422;R-HSA-5654423;R-HSA-8857925;R-HSA-5674132;R-HSA-198599;R-HSA-5654418;R-HSA-5674130;R-HSA-5654163;R-HSA-5674387;R-HSA-5674385;R-HSA-198347;R-HSA-5654428;R-HSA-5654426;R-HSA-200143;R-HSA-5675417;R-HSA-5654425;R-HSA-5654169;R-HSA-5654662;R-HSA-198611;R-HSA-169683;R-HSA-74448;R-HSA-5654663;R-HSA-5654151;R-HSA-169680;R-HSA-198609;R-HSA-2321904;R-HSA-5674373;R-HSA-5654658;R-HSA-5654659;R-HSA-198613;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-198621;R-HSA-198371;R-HSA-5675198;R-HSA-5654717;R-HSA-5654714;R-HSA-5675194;R-HSA-5675431;R-HSA-198640;R-HSA-5675433
R-HSA-5654708,Downstream signaling of activated FGFR3,149,370,0.030578512,0.999999999,0.999999999,104,109,0.011245229,48887,Homo sapiens,KLB;AHCYL1;IRS1;ITGA2B;IL5RA;IRS2;FGF1;FGF2;PVR;PSMD8;FGF7;FGF8;PPP2R1B;PSMD5;AKT2;PSMD1;PDK1;PDGFRA;PRKCE;PRKCA;FRS2;FRS3;EREG;ADCY9;TEP1;PRKAR1A;PSME4;AKAP9;TLN1;UBA52;VCL;EIF2C4;EIF2C3;SHC3;PDE1B;SHC1;PSMD13;CUL3;MAPKAP1;PDGFB;ITPR1;PDGFA;ITPR2;PIK3R3;PIK3R2;RASAL2;PHB;FOXO3;CSF2RA;FOXO1;RASGRP3;GRIN2A;CD19;THEM4;PIP5K1B;PSMF1;SPTBN1;KL;INSR;SHFM1;GRIN2C;PTK2;NR4A1;MOV10;PPP5C;CD28;NF1;MDM2;GRB2;CALM3;CALM1;EIF2C1;FGFR2;MAP3K11;FGFR1;RET;GSK3B;CDKN1A;RASGRF2;ITGB3;RASGRF1;PIK3CD;ARRB1;ARRB2;DUSP16;CASP9;SPRED1;DUSP10;RASGEF1A;MLST8;JAK3;SPTAN1;JAK1;VWF;KSR1;PDPK1;DUSP1;PPP2R5B;GAB1;GFRA1;NRG1;PPP2R5C;KSR2;NRG2;IL17RD;DUSP8;DUSP6;DUSP7;CNKSR2;CREB1;PIK3CA;PSMA2;KIT;RAPGEF2;CAMK2B;CAMK2A;ADCY3;ADCY2;ADCY1;ADCY6;INS;NRAS;PSMB2;ERBB3;ADRBK1;MAPK1;RICTOR;NCAM1;CSK;CAMK2G;MAPK3;TPK1;GRIN1;TNRC6C;PSMC5;PSMC6;KBTBD6;CAMK4;IL2RB;TEK;KBTBD7;TNRC6A;TNRC6B,,R-HSA-199425;R-HSA-5654623;R-HSA-177931;R-HSA-199443;R-HSA-5658438;R-HSA-5658435;R-HSA-6811504;R-HSA-5654646;R-HSA-2317314;R-HSA-5654647;R-HSA-5658231;R-HSA-199456;R-HSA-2219524;R-HSA-5654643;R-HSA-5675376;R-HSA-5654640;R-HSA-5654641;R-HSA-111913;R-HSA-5674366;R-HSA-111915;R-HSA-1676082;R-HSA-111916;R-HSA-111919;R-HSA-5654631;R-HSA-5654628;R-HSA-111925;R-HSA-111924;R-HSA-6811472;R-HSA-5654625;R-HSA-2317332;R-HSA-111930;R-HSA-5675373;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633;R-HSA-5672980;R-HSA-5672978;R-HSA-5672966;R-HSA-111955;R-HSA-5672965;R-HSA-111956;R-HSA-5674496;R-HSA-5672961;R-HSA-6811454;R-HSA-5672972;R-HSA-5672973;R-HSA-111966;R-HSA-5672969;R-HSA-111970;R-HSA-5658430;R-HSA-5658424;R-HSA-5674022;R-HSA-5674018;R-HSA-5674019;R-HSA-198270;R-HSA-199299;R-HSA-199298;R-HSA-2318752;R-HSA-5654224;R-HSA-5675206;R-HSA-5654222;R-HSA-198298;R-HSA-112282;R-HSA-199839;R-HSA-5672950;R-HSA-5672948;R-HSA-5672958;R-HSA-198314;R-HSA-5672957;R-HSA-5672954;R-HSA-2316429;R-HSA-2316434;R-HSA-199863;R-HSA-8857925;R-HSA-5674132;R-HSA-198599;R-HSA-5674130;R-HSA-5674387;R-HSA-5654416;R-HSA-5674385;R-HSA-198347;R-HSA-200143;R-HSA-5675417;R-HSA-198611;R-HSA-169683;R-HSA-74448;R-HSA-169680;R-HSA-5654148;R-HSA-198609;R-HSA-2321904;R-HSA-5674373;R-HSA-198613;R-HSA-5654413;R-HSA-5654408;R-HSA-198621;R-HSA-5654409;R-HSA-198371;R-HSA-5654709;R-HSA-5654705;R-HSA-5675198;R-HSA-5675194;R-HSA-5675431;R-HSA-198640;R-HSA-5675433
R-HSA-5654696,Downstream signaling of activated FGFR2,149,370,0.030578512,0.999999999,0.999999999,104,109,0.011245229,48887,Homo sapiens,KLB;AHCYL1;IRS1;ITGA2B;IL5RA;IRS2;FGF1;FGF2;PVR;PSMD8;FGF7;FGF8;PPP2R1B;PSMD5;AKT2;PSMD1;PDK1;PDGFRA;PRKCE;PRKCA;FRS2;FRS3;EREG;ADCY9;TEP1;PRKAR1A;PSME4;AKAP9;TLN1;UBA52;VCL;EIF2C4;EIF2C3;SHC3;PDE1B;SHC1;PSMD13;CUL3;MAPKAP1;PDGFB;ITPR1;PDGFA;ITPR2;PIK3R3;PIK3R2;RASAL2;PHB;FOXO3;CSF2RA;FOXO1;RASGRP3;GRIN2A;CD19;THEM4;PIP5K1B;PSMF1;SPTBN1;KL;INSR;SHFM1;GRIN2C;PTK2;NR4A1;MOV10;PPP5C;CD28;NF1;MDM2;GRB2;CALM3;CALM1;EIF2C1;FGFR2;MAP3K11;FGFR1;RET;GSK3B;CDKN1A;RASGRF2;ITGB3;RASGRF1;PIK3CD;ARRB1;ARRB2;DUSP16;CASP9;SPRED1;DUSP10;RASGEF1A;MLST8;JAK3;SPTAN1;JAK1;VWF;KSR1;PDPK1;DUSP1;PPP2R5B;GAB1;GFRA1;NRG1;PPP2R5C;KSR2;NRG2;IL17RD;DUSP8;DUSP6;DUSP7;CNKSR2;CREB1;PIK3CA;PSMA2;KIT;RAPGEF2;CAMK2B;CAMK2A;ADCY3;ADCY2;ADCY1;ADCY6;INS;NRAS;PSMB2;ERBB3;ADRBK1;MAPK1;RICTOR;NCAM1;CSK;CAMK2G;MAPK3;TPK1;GRIN1;TNRC6C;PSMC5;PSMC6;KBTBD6;CAMK4;IL2RB;TEK;KBTBD7;TNRC6A;TNRC6B,,R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-199425;R-HSA-5654608;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-5654618;R-HSA-199443;R-HSA-5658438;R-HSA-5658435;R-HSA-6811504;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-2317314;R-HSA-5658231;R-HSA-199456;R-HSA-2219524;R-HSA-5675376;R-HSA-111913;R-HSA-5674366;R-HSA-5654399;R-HSA-111915;R-HSA-1676082;R-HSA-5654397;R-HSA-111916;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-6811472;R-HSA-2317332;R-HSA-111930;R-HSA-5675373;R-HSA-5672980;R-HSA-5672978;R-HSA-5672966;R-HSA-111955;R-HSA-5672965;R-HSA-111956;R-HSA-5674496;R-HSA-5672961;R-HSA-6811454;R-HSA-5672972;R-HSA-5672973;R-HSA-111966;R-HSA-5672969;R-HSA-111970;R-HSA-5658430;R-HSA-5658424;R-HSA-5674022;R-HSA-5674018;R-HSA-5674019;R-HSA-198270;R-HSA-199299;R-HSA-199298;R-HSA-2318752;R-HSA-5675206;R-HSA-198298;R-HSA-112282;R-HSA-199839;R-HSA-5672950;R-HSA-5672948;R-HSA-5672958;R-HSA-198314;R-HSA-5672957;R-HSA-5672954;R-HSA-2316429;R-HSA-2316434;R-HSA-199863;R-HSA-8857925;R-HSA-5674132;R-HSA-198599;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-198347;R-HSA-200143;R-HSA-5675417;R-HSA-5654406;R-HSA-198611;R-HSA-169683;R-HSA-74448;R-HSA-5654407;R-HSA-169680;R-HSA-5654404;R-HSA-198609;R-HSA-2321904;R-HSA-5674373;R-HSA-5654402;R-HSA-5654147;R-HSA-198613;R-HSA-5654159;R-HSA-5654157;R-HSA-198621;R-HSA-198371;R-HSA-5675198;R-HSA-5675194;R-HSA-5675431;R-HSA-198640;R-HSA-5654701;R-HSA-5675433;R-HSA-5654697
R-HSA-72163,mRNA Splicing - Major Pathway,56,179,0.014793388,0.999999999,0.999999999,9,9,9.29E-04,48887,Homo sapiens,ISY1;HNRNPU;CASC3;CWC27;ELAVL1;RAB43;PTBP1;SART1;HEPH;SNRPD1;PAPOLA;SNRPD3;TXNL4A;NCBP1;NCBP2;PRPF40A;CDC40;GCFC2;PRPF4;NHP2L1;SYF2;SRSF2;SRSF3;PPIE;SNRNP200;SF1;SF3B3;RBM8A;FBLIM1;U2AF1;U2AF1L4;POLR2A;POLR2C;TRA2B;PCBP2;POLR2E;SNRPB2;POLR2H;SRSF10;SRSF11;CPSF4;SF3A1;PPIL1;HNRNPA3;GPKOW;FUS;CDC5L;LSM4;U2SURP;NUDT21;SNRNP40;PHF5A;HNRNPF;RNPS1;RBMX,,R-HSA-72160;R-HSA-72130;R-HSA-72231;R-HSA-156661;R-HSA-72107;R-HSA-72139;R-HSA-72124;R-HSA-72143;R-HSA-72127
R-HSA-3781865,Diseases of glycosylation,61,190,0.015702479,0.999999999,0.999999999,37,58,0.0059837,48887,Homo sapiens,SEMA5A;DPAGT1;SPON2;B4GALT1;THSD7B;NCAN;MPI;LFNG;ADAMTS5;ADAMTS2;ADAMTSL5;ADAMTS1;ADAMTSL2;DAG1;THSD7A;ADAMTS9;ADAMTS6;ADAMTS7;CHST6;ALG9;ALG11;ALG1;HSPG2;MUC3A;POMGNT1;DHDDS;RFT1;CHST3;GNE;NOTCH2;NOTCH3;SLC26A2;NOTCH1;SDC4;NOTCH4;PRELP;CFP;PAPSS2;THSD4;ADAMTS16;ACAN;ADAMTS15;ADAMTS13;ADAMTS19;GPC1;GPC2;CHST14;MUC4;GPC6;ST3GAL3;GALNT3;MUC17;GFPT1;PMM2;MUC5B;B3GALTL;SSPO;CSPG4;AGRN;FMOD;MUC20,,R-HSA-3636919;R-HSA-4549382;R-HSA-4551297;R-HSA-4570573;R-HSA-3656254;R-HSA-4420365;R-HSA-5615556;R-HSA-3595175;R-HSA-3656230;R-HSA-4755545;R-HSA-3560804;R-HSA-6785524;R-HSA-4549334;R-HSA-5096537;R-HSA-3560802;R-HSA-4720478;R-HSA-5096538;R-HSA-5096532;R-HSA-3595178;R-HSA-5617096;R-HSA-4085027;R-HSA-3595176;R-HSA-3781926;R-HSA-5615604;R-HSA-3560789;R-HSA-3560785;R-HSA-3560794;R-HSA-4088338;R-HSA-4793956;R-HSA-3781832;R-HSA-3656261;R-HSA-3656258;R-HSA-3656257;R-HSA-3656269;R-HSA-6785565;R-HSA-3656267;R-HSA-4088322
