Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-447043,Neurofascin interactions,1,9,7.44E-04,0.564445603,0.596451496,1,7,7.22E-04,48887,Homo sapiens,SDCBP,,R-HSA-373738
R-HSA-6783589,Interleukin-6 family signaling,3,32,0.002644628,0.566724016,0.596451496,23,36,0.00371402,48887,Homo sapiens,SOCS3;LIFR;JAK1,,R-HSA-1112690;R-HSA-1112755;R-HSA-6783556;R-HSA-6783524;R-HSA-1112565;R-HSA-6783681;R-HSA-6783552;R-HSA-1112727;R-HSA-1112602;R-HSA-6784204;R-HSA-1112604;R-HSA-6783530;R-HSA-1067646;R-HSA-1112510;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-5696482;R-HSA-1112708;R-HSA-1067688;R-HSA-6784189;R-HSA-1067659;R-HSA-449976
R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,6,66,0.005454545,0.569569608,0.596451496,1,9,9.29E-04,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;PSMD2;PSME4,,R-HSA-5607731
R-HSA-3371556,Cellular response to heat stress,12,133,0.010991736,0.570562958,0.596451496,22,29,0.00299185,48887,Homo sapiens,YWHAE;EEF1A1;DNAJC2;DNAJB1;BAG4;HSP90AA1;HSPA5;HSPA4;MAPK1;RPA2;ATM,,R-HSA-5251955;R-HSA-5082409;R-HSA-5251959;R-HSA-5324632;R-HSA-5333051;R-HSA-5082369;R-HSA-4793925;R-HSA-3371518;R-HSA-3371586;R-HSA-3371554;R-HSA-4793819;R-HSA-3371527;R-HSA-3371591;R-HSA-5251942;R-HSA-5324617;R-HSA-3371531;R-HSA-3371467;R-HSA-5252041;R-HSA-5082356;R-HSA-3371567;R-HSA-5082384;R-HSA-5252079
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),29,321,0.026528926,0.572417688,0.596451496,55,84,0.008666048,48887,Homo sapiens,PRKAA1;PRKAA2;PSMD11;RPN2;YWHAB;SHC1;IRS1;GAB1;FRS2;PPP2R5C;EGFR;RASGRP3;IGF1R;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;THEM4;GRB2;JAK1,,R-HSA-109699;R-HSA-109700;R-HSA-380930;R-HSA-380949;R-HSA-5675206;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-2428930;R-HSA-5672958;R-HSA-5674366;R-HSA-5672828;R-HSA-5672957;R-HSA-5672954;R-HSA-5672824;R-HSA-5675373;R-HSA-165692;R-HSA-5672980;R-HSA-5674132;R-HSA-2404199;R-HSA-5672978;R-HSA-5674130;R-HSA-2404193;R-HSA-5674387;R-HSA-2404195;R-HSA-5674385;R-HSA-2404200;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-165718;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-2428926;R-HSA-5672973;R-HSA-5672969;R-HSA-2428922;R-HSA-447074;R-HSA-200421;R-HSA-5658430;R-HSA-5675198;R-HSA-5675194;R-HSA-5686072;R-HSA-5658424;R-HSA-5686073;R-HSA-74737;R-HSA-74736;R-HSA-5675431;R-HSA-109817;R-HSA-5686318;R-HSA-380927;R-HSA-5675433
R-HSA-2428924,IGF1R signaling cascade,29,321,0.026528926,0.572417688,0.596451496,53,82,0.008459713,48887,Homo sapiens,PRKAA1;PRKAA2;PSMD11;RPN2;YWHAB;SHC1;IRS1;GAB1;FRS2;PPP2R5C;EGFR;RASGRP3;IGF1R;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;THEM4;GRB2;JAK1,,R-HSA-109699;R-HSA-109700;R-HSA-380930;R-HSA-380949;R-HSA-5675206;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-2428930;R-HSA-5672958;R-HSA-5674366;R-HSA-5672828;R-HSA-5672957;R-HSA-5672954;R-HSA-5672824;R-HSA-5675373;R-HSA-165692;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-2404193;R-HSA-5674387;R-HSA-2404195;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-165718;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-2428926;R-HSA-5672973;R-HSA-5672969;R-HSA-2428922;R-HSA-447074;R-HSA-200421;R-HSA-5658430;R-HSA-5675198;R-HSA-5675194;R-HSA-5686072;R-HSA-5658424;R-HSA-5686073;R-HSA-74737;R-HSA-74736;R-HSA-5675431;R-HSA-109817;R-HSA-5686318;R-HSA-380927;R-HSA-5675433
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,10,111,0.009173554,0.573249386,0.596451496,11,14,0.001444341,48887,Homo sapiens,YWHAE;DNAJB1;DNAJC2;BAG4;HSPA5;HSPA4;MAPK1;RPA2;ATM,,R-HSA-5251955;R-HSA-5251942;R-HSA-5251959;R-HSA-3371531;R-HSA-3371467;R-HSA-5252041;R-HSA-5333051;R-HSA-4793925;R-HSA-3371567;R-HSA-3371518;R-HSA-5252079
R-HSA-72187,mRNA 3'-end processing,5,55,0.004545455,0.573383088,0.596451496,3,3,3.10E-04,48887,Homo sapiens,FYTTD1;CPSF4;CPSF1;CPSF3;SRSF7,,R-HSA-8849157;R-HSA-72180;R-HSA-72185
R-HSA-5620924,Intraflagellar transport,5,55,0.004545455,0.573383088,0.596451496,6,12,0.001238007,48887,Homo sapiens,TUBA1B;TUBB3;DLC1;TUBB4B;DYNLL2,,R-HSA-5624949;R-HSA-5625424;R-HSA-5625426;R-HSA-5625421;R-HSA-5625416;R-HSA-5624952
R-HSA-72766,Translation,16,178,0.014710744,0.576479488,0.596451496,32,40,0.004126689,48887,Homo sapiens,EIF2B4;TRAM1;RPN2;RPL12;SRPR;APEH;EEF2;SEC61A2;EEF1A1;SPCS3;TRMT112;RPS17;PABPC1;EIF2B1;SEC11A;SEC11C,,R-HSA-156930;R-HSA-1799326;R-HSA-156808;R-HSA-72722;R-HSA-156823;R-HSA-156826;R-HSA-157849;R-HSA-72671;R-HSA-72670;R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-141671;R-HSA-156907;R-HSA-72619;R-HSA-141673;R-HSA-72621;R-HSA-6800138;R-HSA-5691512;R-HSA-156908;R-HSA-156909;R-HSA-156915;R-HSA-156912;R-HSA-72691;R-HSA-156913;R-HSA-72697;R-HSA-156923;R-HSA-1799330;R-HSA-141691;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-69618,Mitotic Spindle Checkpoint,2,21,0.001735537,0.577345992,0.596451496,3,7,7.22E-04,48887,Homo sapiens,CDC20;CDH1;ANAPC5,,R-HSA-141429;R-HSA-141423;R-HSA-141437
R-HSA-1181150,Signaling by NODAL,2,21,0.001735537,0.577345992,0.596451496,5,12,0.001238007,48887,Homo sapiens,SMAD2;SMAD3,,R-HSA-173488;R-HSA-1535903;R-HSA-1181355;R-HSA-1225919;R-HSA-170847
R-HSA-3270619,IRF3-mediated induction of type I IFN,2,21,0.001735537,0.577345992,0.596451496,2,5,5.16E-04,48887,Homo sapiens,MRE11A;DTX4,,R-HSA-1834939;R-HSA-2396007
R-HSA-8853659,RET signaling,26,289,0.023884298,0.579723739,0.596451496,42,63,0.006499536,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;GAB1;PIK3CD;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;PDLIM7;JAK1,,R-HSA-5672980;R-HSA-8854981;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-8853774;R-HSA-8855564;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-8855508;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-8853734;R-HSA-8853793;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-8855915;R-HSA-5675194;R-HSA-8853737;R-HSA-5658424;R-HSA-5675431;R-HSA-8854899;R-HSA-8854897;R-HSA-5675373;R-HSA-8854905;R-HSA-5675433
R-HSA-1632852,Macroautophagy,7,78,0.006446281,0.580276953,0.596451496,22,38,0.003920355,48887,Homo sapiens,BECN1;GABARAPL2;MAP1LC3B;PRKAA1;PRKAA2;DLC1;DYNLL2,,R-HSA-1632857;R-HSA-5682388;R-HSA-5682896;R-HSA-5682385;R-HSA-5675868;R-HSA-5681981;R-HSA-5678490;R-HSA-5682011;R-HSA-5679239;R-HSA-1632843;R-HSA-5679205;R-HSA-5679266;R-HSA-5681987;R-HSA-5665868;R-HSA-5672012;R-HSA-5678315;R-HSA-5672011;R-HSA-5673768;R-HSA-5672008;R-HSA-5678313;R-HSA-5682377;R-HSA-5683593
R-HSA-72172,mRNA Splicing,17,190,0.015702479,0.584403084,0.596451496,14,14,0.001444341,48887,Homo sapiens,CPSF4;SF3B3;CPSF1;CPSF3;PRPF40A;ZCRB1;PRPF19;ELAVL2;SIP1;PTBP1;HNRNPM;POLR2B;POLR2C;HNRNPF;HNRNPA1;SRSF7;RBM5,,R-HSA-72160;R-HSA-72130;R-HSA-72231;R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-72107;R-HSA-72139;R-HSA-75083;R-HSA-75082;R-HSA-72143;R-HSA-156661;R-HSA-72124;R-HSA-72127
R-HSA-72163,mRNA Splicing - Major Pathway,16,179,0.014793388,0.58537373,0.596451496,9,9,9.29E-04,48887,Homo sapiens,CPSF4;SF3B3;CPSF1;CPSF3;PRPF40A;PRPF19;ELAVL2;SIP1;PTBP1;HNRNPM;POLR2B;POLR2C;HNRNPF;HNRNPA1;SRSF7;RBM5,,R-HSA-72160;R-HSA-72130;R-HSA-72231;R-HSA-156661;R-HSA-72107;R-HSA-72139;R-HSA-72124;R-HSA-72143;R-HSA-72127
R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,3,33,0.002727273,0.587431799,0.596451496,2,16,0.001650676,48887,Homo sapiens,HSP90AA1;POLR2B;POLR2C,,R-HSA-5601926;R-HSA-5601883
R-HSA-72165,mRNA Splicing - Minor Pathway,5,56,0.004628099,0.589202025,0.596451496,5,5,5.16E-04,48887,Homo sapiens,SF3B3;POLR2B;POLR2C;ZCRB1;SRSF7,,R-HSA-75079;R-HSA-75081;R-HSA-75080;R-HSA-75083;R-HSA-75082
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,8,90,0.007438017,0.589832313,0.596451496,8,12,0.001238007,48887,Homo sapiens,CAST;DNMT1;GTF2H2C;H2AFZ;HDAC1;DNMT3B;RPA2;GTF2H1;GTF2H2,,R-HSA-427366;R-HSA-427527;R-HSA-427409;R-HSA-427514;R-HSA-5227490;R-HSA-433672;R-HSA-427528;R-HSA-427337
R-HSA-5653656,Vesicle-mediated transport,72,797,0.065867769,0.592403955,0.596451496,121,214,0.022077788,48887,Homo sapiens,YWHAE;TFRC;YWHAB;GOLIM4;AP2A1;MIA3;KIF11;WASL;AREG;USE1;BICD2;TUBA1B;PPP6R1;TUBB3;MAN1A2;KIF5B;GOLGA1;TMED3;TMED2;AP3S1;TMED7;SH3GL1;HSP90AA1;WNT5A;PLA2G4A;VPS37A;VPS37B;DYNLL2;YWHAZ;RAB30;TBC1D4;PLIN3;KIF2C;EXOC2;PAFAH1B2;VAMP3;ARF6;COLEC12;SEC23A;PRKAA2;TMED10;STX16;RAB1B;DCTN4;COPS7B;TGFA;NAPG;EGFR;HSP90B1;AP2S1;STX6;LDLR;TXNDC5;SEC24B;SNAPIN;SEC24A;GALNT1;LNPEP;ARPC5;TUBB4B;RAB10;RAB14;DLC1;MKRN3;GRB2;PICALM,,R-HSA-1445143;R-HSA-8868230;R-HSA-6814831;R-HSA-8868236;R-HSA-1445149;R-HSA-1445144;R-HSA-6814833;R-HSA-2316347;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-8867756;R-HSA-8867754;R-HSA-432688;R-HSA-190520;R-HSA-8847544;R-HSA-6811431;R-HSA-8849350;R-HSA-8849348;R-HSA-6811427;R-HSA-432706;R-HSA-6811426;R-HSA-432707;R-HSA-6811425;R-HSA-8849353;R-HSA-6811433;R-HSA-432712;R-HSA-8866269;R-HSA-6807868;R-HSA-6807866;R-HSA-6807864;R-HSA-8868071;R-HSA-8866279;R-HSA-8866277;R-HSA-2316352;R-HSA-2507854;R-HSA-8863471;R-HSA-5694527;R-HSA-8856813;R-HSA-5694522;R-HSA-8866283;R-HSA-8863723;R-HSA-8863721;R-HSA-8868072;R-HSA-8856808;R-HSA-6811415;R-HSA-6811414;R-HSA-6811412;R-HSA-2173778;R-HSA-6811411;R-HSA-1454689;R-HSA-6811423;R-HSA-2247514;R-HSA-6811422;R-HSA-6811418;R-HSA-1454699;R-HSA-6811417;R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-5694417;R-HSA-5694427;R-HSA-5694425;R-HSA-8847638;R-HSA-8847637;R-HSA-8847635;R-HSA-5694415;R-HSA-8867613;R-HSA-5694413;R-HSA-8871196;R-HSA-5694410;R-HSA-8871194;R-HSA-2981040;R-HSA-8871193;R-HSA-5694409;R-HSA-190877;R-HSA-6814671;R-HSA-6814670;R-HSA-8868651;R-HSA-2197645;R-HSA-8868648;R-HSA-5694439;R-HSA-6814678;R-HSA-8868661;R-HSA-5694436;R-HSA-6814676;R-HSA-8868660;R-HSA-8868659;R-HSA-6814675;R-HSA-6814674;R-HSA-8868658;R-HSA-5694435;R-HSA-5694446;R-HSA-8869438;R-HSA-6814684;R-HSA-5694445;R-HSA-6814683;R-HSA-6814682;R-HSA-5694441;R-HSA-421831;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-6809003;R-HSA-2255343;R-HSA-421835;R-HSA-917696;R-HSA-421833;R-HSA-8862280;R-HSA-6809015;R-HSA-6809014;R-HSA-8849748;R-HSA-6809011;R-HSA-6809010;R-HSA-2187261;R-HSA-8848484;R-HSA-204008;R-HSA-917730;R-HSA-6814091;R-HSA-429815;R-HSA-191737
R-HSA-5625740,RHO GTPases activate PKNs,7,79,0.006528926,0.593548407,0.596451496,14,20,0.002063345,48887,Homo sapiens,YWHAE;PPP1R12A;YWHAB;H2AFZ;MKRN3;YWHAZ;RHOB,,R-HSA-5623632;R-HSA-5623667;R-HSA-419232;R-HSA-75016;R-HSA-5671772;R-HSA-5625849;R-HSA-5625784;R-HSA-5625848;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-5623622;R-HSA-5625774;R-HSA-5625870
R-HSA-168898,Toll-Like Receptors Cascades,16,180,0.014876033,0.594192175,0.596451496,53,161,0.016609925,48887,Homo sapiens,MAP2K3;JUN;TICAM2;UBE2D3;HMGB1;MAPK14;TANK;HSP90B1;CTSL1;MAPK8;RPS6KA5;SOCS1;PPP2R1B;DHX36;MAPK1;TMED7,,R-HSA-198669;R-HSA-450325;R-HSA-199959;R-HSA-5362500;R-HSA-933531;R-HSA-203797;R-HSA-936985;R-HSA-166168;R-HSA-450333;R-HSA-1678981;R-HSA-166175;R-HSA-2562564;R-HSA-450222;R-HSA-450348;R-HSA-5432825;R-HSA-450346;R-HSA-2213017;R-HSA-6805981;R-HSA-166072;R-HSA-2569057;R-HSA-198731;R-HSA-2562541;R-HSA-168136;R-HSA-937029;R-HSA-168915;R-HSA-1678920;R-HSA-1678923;R-HSA-450257;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-2201341;R-HSA-168162;R-HSA-936941;R-HSA-6804100;R-HSA-6804099;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-5362486;R-HSA-166245;R-HSA-450292;R-HSA-936952;R-HSA-2559568;R-HSA-168053;R-HSA-936951;R-HSA-1678944;R-HSA-168440;R-HSA-199935;R-HSA-166271;R-HSA-937075;R-HSA-936947;R-HSA-450296
R-HSA-170984,ARMS-mediated activation,24,269,0.022231405,0.59484926,0.596451496,36,44,0.004539358,48887,Homo sapiens,PSMD11;RPN2;KIDINS220;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-169891;R-HSA-169895;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-169901;R-HSA-5675431;R-HSA-169904;R-HSA-169905;R-HSA-5675373;R-HSA-5675433
R-HSA-5675221,Negative regulation of MAPK pathway,4,45,0.003719008,0.596451496,0.596451496,8,12,0.001238007,48887,Homo sapiens,PPP2R1B;YWHAB;MAPK1;PPP2R5C,,R-HSA-5675431;R-HSA-5675376;R-HSA-5674496;R-HSA-5675198;R-HSA-5675373;R-HSA-5675194;R-HSA-5675433;R-HSA-5675417
R-HSA-71403,Citric acid cycle (TCA cycle),4,45,0.003719008,0.596451496,0.596451496,3,14,0.001444341,48887,Homo sapiens,SUCLA2;IDH1;OGDH,,R-HSA-70997;R-HSA-70967;R-HSA-71401
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,4,45,0.003719008,0.596451496,0.596451496,2,14,0.001444341,48887,Homo sapiens,B4GALT1;FUCA1;B4GALT5,,R-HSA-975919;R-HSA-5693807
R-HSA-68867,Assembly of the pre-replicative complex,6,68,0.005619835,0.598330638,0.598330638,1,12,0.001238007,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;PSMD2;PSME4,,R-HSA-68825
R-HSA-5619084,ABC transporter disorders,9,102,0.008429752,0.598515697,0.598515697,4,22,0.002269679,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;DHX33;RPN2;PSMD2;PSME4;DERL1;ERLIN1,,R-HSA-8866854;R-HSA-8866858;R-HSA-8866857;R-HSA-8866856
R-HSA-975871,MyD88 cascade initiated on plasma membrane,8,91,0.007520661,0.602120766,0.602120766,21,57,0.005880532,48887,Homo sapiens,MAP2K3;JUN;MAPK8;RPS6KA5;PPP2R1B;MAPK1;HMGB1;MAPK14,,R-HSA-168162;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-198731;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-450333;R-HSA-199935;R-HSA-450296
R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,8,91,0.007520661,0.602120766,0.602120766,21,58,0.0059837,48887,Homo sapiens,MAP2K3;JUN;MAPK8;RPS6KA5;PPP2R1B;MAPK1;HMGB1;MAPK14,,R-HSA-168162;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-198731;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-450333;R-HSA-199935;R-HSA-450296
R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,8,91,0.007520661,0.602120766,0.602120766,21,58,0.0059837,48887,Homo sapiens,MAP2K3;JUN;MAPK8;RPS6KA5;PPP2R1B;MAPK1;HMGB1;MAPK14,,R-HSA-168162;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-198731;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-450333;R-HSA-199935;R-HSA-450296
R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,2,22,0.001818182,0.602545665,0.602545665,3,3,3.10E-04,48887,Homo sapiens,RAP1B,,R-HSA-372693;R-HSA-372705;R-HSA-372697
R-HSA-936964,Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,2,22,0.001818182,0.602545665,0.602545665,7,9,9.29E-04,48887,Homo sapiens,TICAM2;TMED7;TANK,,R-HSA-936941;R-HSA-5362500;R-HSA-5362486;R-HSA-166245;R-HSA-2213017;R-HSA-2201338;R-HSA-166271
R-HSA-5205647,Mitophagy,2,22,0.001818182,0.602545665,0.602545665,3,8,8.25E-04,48887,Homo sapiens,MAP1LC3B;TOMM5,,R-HSA-5205663;R-HSA-5205661;R-HSA-5205649
R-HSA-5205685,Pink/Parkin Mediated Mitophagy,2,22,0.001818182,0.602545665,0.602545665,3,8,8.25E-04,48887,Homo sapiens,MAP1LC3B;TOMM5,,R-HSA-5205663;R-HSA-5205661;R-HSA-5205649
R-HSA-210993,Tie2 Signaling,2,22,0.001818182,0.602545665,0.602545665,4,14,0.001444341,48887,Homo sapiens,SHC1;GRB2,,R-HSA-210977;R-HSA-204871;R-HSA-210974;R-HSA-204861
R-HSA-727802,Transport of nucleotide sugars,2,22,0.001818182,0.602545665,0.602545665,2,10,0.001031672,48887,Homo sapiens,SLC35D1;SLC35C1,,R-HSA-174368;R-HSA-742345
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,2,22,0.001818182,0.602545665,0.602545665,2,12,0.001238007,48887,Homo sapiens,UBE2D3,,R-HSA-1234163;R-HSA-1234172
R-HSA-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",1,10,8.26E-04,0.602882141,0.602882141,3,3,3.10E-04,48887,Homo sapiens,MAN1A2,,R-HSA-964830;R-HSA-964825;R-HSA-964737
R-HSA-1169092,Activation of RAS in B cells,1,10,8.26E-04,0.602882141,0.602882141,2,2,2.06E-04,48887,Homo sapiens,RASGRP3,,R-HSA-1168374;R-HSA-1168636
R-HSA-2470946,Cohesin Loading onto Chromatin,1,10,8.26E-04,0.602882141,0.602882141,2,2,2.06E-04,48887,Homo sapiens,WAPAL,,R-HSA-2470935;R-HSA-2468040
R-HSA-1300644,Interaction With The Zona Pellucida,1,10,8.26E-04,0.602882141,0.602882141,1,1,1.03E-04,48887,Homo sapiens,B4GALT1,,R-HSA-1297338
R-HSA-430116,GP1b-IX-V activation signalling,1,10,8.26E-04,0.602882141,0.602882141,4,7,7.22E-04,48887,Homo sapiens,YWHAZ,,R-HSA-443831;R-HSA-430076;R-HSA-443402;R-HSA-430073
R-HSA-203641,NOSTRIN mediated eNOS trafficking,1,10,8.26E-04,0.602882141,0.602882141,2,4,4.13E-04,48887,Homo sapiens,WASL,,R-HSA-203625;R-HSA-203565
R-HSA-2395516,Electron transport from NADPH to Ferredoxin,1,10,8.26E-04,0.602882141,0.602882141,1,2,2.06E-04,48887,Homo sapiens,FDX1,,R-HSA-2395512
R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,1,10,8.26E-04,0.602882141,0.602882141,1,2,2.06E-04,48887,Homo sapiens,CDC25B,,R-HSA-113505
R-HSA-1369007,Mitochondrial ABC transporters,1,10,8.26E-04,0.602882141,0.602882141,1,2,2.06E-04,48887,Homo sapiens,ABCB10,,R-HSA-382560
R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,1,10,8.26E-04,0.602882141,0.602882141,2,6,6.19E-04,48887,Homo sapiens,RHOB,,R-HSA-5666178;R-HSA-5667037
R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,1,10,8.26E-04,0.602882141,0.602882141,1,3,3.10E-04,48887,Homo sapiens,SLC38A1,,R-HSA-212614
R-HSA-112313,Neurotransmitter uptake and Metabolism In Glial Cells,1,10,8.26E-04,0.602882141,0.602882141,1,3,3.10E-04,48887,Homo sapiens,SLC38A1,,R-HSA-212614
R-HSA-1296052,Ca2+ activated K+ channels,1,10,8.26E-04,0.602882141,0.602882141,1,3,3.10E-04,48887,Homo sapiens,KCNN4,,R-HSA-1296035
R-HSA-447041,CHL1 interactions,1,10,8.26E-04,0.602882141,0.602882141,1,5,5.16E-04,48887,Homo sapiens,ITGA2,,R-HSA-445088
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",1,10,8.26E-04,0.602882141,0.602882141,1,7,7.22E-04,48887,Homo sapiens,GATA6,,R-HSA-2972952
R-HSA-73893,DNA Damage Bypass,5,57,0.004710744,0.604693877,0.604693877,31,34,0.003507686,48887,Homo sapiens,PCNA;REV3L;RPA2;DTL;CSNK1G1,,R-HSA-5655892;R-HSA-5656148;R-HSA-5653780;R-HSA-5653840;R-HSA-5656158;R-HSA-5655965;R-HSA-5653786;R-HSA-5655835;R-HSA-5651992;R-HSA-5655193;R-HSA-5653766;R-HSA-5653838;R-HSA-5654989;R-HSA-5654986;R-HSA-5653770;R-HSA-5654985;R-HSA-5652151;R-HSA-110307;R-HSA-110308;R-HSA-110311;R-HSA-5653756;R-HSA-110317;R-HSA-5653754;R-HSA-110316;R-HSA-110319;R-HSA-5655481;R-HSA-5652005;R-HSA-110322;R-HSA-5655466;R-HSA-5652009;R-HSA-5656105
R-HSA-5655302,Signaling by FGFR1 in disease,5,57,0.004710744,0.604693877,0.604693877,24,35,0.003610853,48887,Homo sapiens,BAG4;GAB1;GRB2;FRS2;LRRFIP1,,R-HSA-1839100;R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839098;R-HSA-5655326;R-HSA-5655263;R-HSA-1839094;R-HSA-8853325;R-HSA-1839095;R-HSA-1839031;R-HSA-5655290;R-HSA-8853322;R-HSA-1839091;R-HSA-5655269;R-HSA-5655266;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-5655278;R-HSA-1839110;R-HSA-1839078;R-HSA-5655240;R-HSA-1839107
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,5,57,0.004710744,0.604693877,0.604693877,5,18,0.00185701,48887,Homo sapiens,DHX33;DERL1;MLEC;MARCH6;RAD23B,,R-HSA-1022127;R-HSA-901006;R-HSA-532667;R-HSA-8850594;R-HSA-8867288
R-HSA-1482788,Acyl chain remodelling of PC,3,34,0.002809917,0.607493486,0.607493486,5,8,8.25E-04,48887,Homo sapiens,PLA2G12A;LPCAT1;PLA2G4A,,R-HSA-1482533;R-HSA-1482547;R-HSA-1482862;R-HSA-1602417;R-HSA-1482856
R-HSA-451326,Activation of Kainate Receptors upon glutamate binding,3,34,0.002809917,0.607493486,0.607493486,1,6,6.19E-04,48887,Homo sapiens,GNG2;GNG5;GNB5,,R-HSA-500717
